,pldel,birattnd,mager8,ormoth,mrace,meduc6,dmar,mplbir,mpre5,adequacy,orfath,frace,gestat10,anemia,cardiac,lung,diabetes,herpes,hydra,hemo,chyper,phyper,eclamp,incervix,pre4000,preterm,renal,rh,uterine,othermr,tobacco,alcohol,cigar6,drink5,nprevistq,dfageq,feduc6,dlivord_min,dtotord_min,mplbir_reg,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
0,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,1.0,1.0,,,,0.336066,41,162,40,91,0.2019704433497537,0.3053435114503817,-0.10337306810062799,0.43943906810062794,334
1,,,,,0.0,,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,0.0,,0.0,,,,,,,,,0.0,,,,1.0,0.381818,35,100,15,69,0.25925925925925924,0.17857142857142858,0.08068783068783067,0.3011301693121693,219
2,1.0,,,,1.0,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,0.268156,47,120,33,89,0.281437125748503,0.27049180327868855,0.010945322469814445,0.25721067753018556,289
3,,,,,0.0,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,1.0,0.0,,,,0.241135,32,102,34,81,0.23880597014925373,0.2956521739130435,-0.056846203763789765,0.2979812037637898,249
4,,,,,,,,1.0,,,,,1.0,,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,0.055118,4,181,4,131,0.021621621621621623,0.02962962962962963,-0.008008008008008008,0.06312600800800801,320
5,1.0,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,0.264,39,112,35,77,0.2582781456953642,0.3125,-0.054221854304635775,0.3182218543046358,263
6,,,,,,,,0.0,,,,,1.0,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,0.018868,7,156,1,105,0.04294478527607362,0.009433962264150943,0.03351082301192268,0.01464282301192268,269
7,1.0,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,0.025974,3,131,2,86,0.022388059701492536,0.022727272727272728,-0.0003392130257801919,0.026313213025780192,222
8,1.0,,,,,,,,,,,,1.0,,,0.0,,,,0.0,,,,,0.0,,0.0,,,,,,,,1.0,,0.0,,,,0.053097,3,128,7,109,0.022900763358778626,0.0603448275862069,-0.03744406422742827,0.09054106422742828,247
